Sl. No.,Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage,Training
14390,9.219993591,0,-106,34,1,-747,0,0,-547,16917,94,565,0,0,-266,16920,162,-263,1227,161,1
14391,9.278999329,0,-106,34,1,-747,0,0,-547,16917,94,565,0,0,-266,16920,162,-263,1227,161,1
14392,9.395996094,0,-106,34,1,-747,0,0,-547,16917,94,565,0,0,-266,16920,162,-263,1227,161,1
14393,9.442993164,0,-106,23,0,-747,0,0,-688,5136,90,565,0,0,-114,15728,95,-112,2428,101,1
14394,9.499000549,0,-106,23,0,-747,0,0,-688,5136,90,565,0,0,-114,15728,95,-112,2428,101,1
14395,9.555000305,0,-106,23,0,-747,0,0,-688,5136,90,565,0,0,-114,15728,95,-112,2428,101,1
14396,9.600997925,0,-106,0,1,0,0,0,-829,15777,94,565,0,0,-25,20064,29,-24,21160,36,1
14397,9.664993286,0,-106,0,1,0,0,0,-829,15777,94,565,0,0,-25,20064,29,-24,21160,36,1
14398,9.719993591,0,-106,0,1,0,0,0,-829,15777,94,565,0,0,-25,20064,29,-24,21160,36,1
14399,9.813995361,0,-106,0,0,0,0,0,-967,10477,93,565,0,0,0,12592,27,0,6376,23,0
14400,9.868995667,0,-106,0,0,0,0,0,-967,10477,93,565,0,0,0,12592,27,0,6376,23,1
14401,9.914993286,0,-106,0,0,0,0,0,-967,10477,93,565,0,0,0,12592,27,0,6376,23,1
14402,9.971000671,0,-106,0,0,0,0,0,-1068,17934,47,-12,20850,50,0,10999,26,0,7096,24,1
14403,10.07499695,0,-106,0,0,0,0,0,-1068,17934,47,-12,20850,50,0,10999,26,0,7096,24,1
14404,10.12199402,0,-106,0,0,0,0,0,-1068,17934,47,-12,20850,50,0,10999,26,0,7096,24,1
14405,10.17699432,0,-106,0,0,0,0,0,-1068,17934,47,-12,20850,50,0,10999,26,0,7096,24,1
14406,10.22200012,0,-106,0,0,0,0,0,-1068,17934,47,-12,20850,50,0,10999,26,0,7096,24,1
14407,10.28699493,0,-106,0,0,0,0,0,-1139,14053,47,-83,19708,51,0,9300,26,0,11094,26,1
14408,10.37999725,0,-106,0,0,0,0,0,-1139,14053,47,-83,19708,51,0,9300,26,0,11094,26,0
14409,10.43899536,0,-106,0,0,0,0,0,-1139,14053,47,-83,19708,51,0,9300,26,0,11094,26,1
14410,10.48299408,0,-106,0,0,0,0,0,-1209,13160,47,-152,20736,54,0,9092,27,0,11484,26,1
14411,10.53799438,0,-106,0,0,0,0,0,-1209,13160,47,-152,20736,54,0,9092,27,0,11484,26,0
14412,10.59499359,0,-106,0,0,0,0,0,-1209,13160,47,-152,20736,54,0,9092,27,0,11484,26,1
14413,10.6969986,0,-106,0,0,0,0,0,-1258,90,3,-222,21528,54,0,10162,26,0,11822,26,0
14414,10.74199677,0,-106,0,0,0,0,0,-1258,90,3,-222,21528,54,0,10162,26,0,11822,26,1
14415,10.79899597,0,-106,0,0,0,0,0,-1258,90,3,-222,21528,54,0,10162,26,0,11822,26,1
14416,10.875,0,-106,0,0,0,0,0,-1258,63,1,-291,20451,52,0,9460,26,0,11822,26,1
14417,10.92499542,0,-106,0,0,0,0,0,-1258,63,1,-291,20451,52,0,9460,26,0,11822,26,0
14418,10.97200012,0,-106,0,0,0,0,0,-1258,63,1,-291,20451,52,0,9460,26,0,11822,26,1
14419,11.0719986,0,-106,0,0,0,0,0,-1258,63,1,-291,20451,52,0,9460,26,0,11822,26,0
14420,11.13800049,0,-106,0,0,0,0,0,-1258,0,0,-362,19061,50,0,7636,26,0,12212,24,0
14421,11.18399811,0,-106,0,0,0,0,0,-1258,0,0,-362,19061,50,0,7636,26,0,12212,24,1
14422,11.23699951,0,-106,0,0,0,0,0,-1258,0,0,-362,19061,50,0,7636,26,0,12212,24,1
14423,11.28299713,0,-106,0,0,0,0,0,-1258,0,0,-362,19061,50,0,7636,26,0,12212,24,1
14424,11.34499359,0,-106,0,0,0,0,0,-1258,0,0,-362,19061,50,0,7636,26,0,12212,24,0
14425,11.4549942,0,-106,0,0,0,0,0,-1258,0,0,-432,17800,49,0,7168,27,0,11822,26,1
14426,11.5059967,0,-106,0,0,0,0,0,-1258,0,0,-432,17800,49,0,7168,27,0,11822,26,0
14427,11.55500031,0,-106,0,0,0,0,0,-1258,0,0,-432,17800,49,0,7168,27,0,11822,26,1
14428,11.61000061,0,-106,0,0,0,0,0,-1258,0,0,-501,22134,51,0,6726,26,0,11822,24,1
14429,11.65499878,0,-106,0,0,0,0,0,-1258,0,0,-501,22134,51,0,6726,26,0,11822,24,0
14430,11.76699829,0,-106,0,0,0,0,0,-1258,0,0,-501,22134,51,0,6726,26,0,11822,24,0
14431,11.80799866,0,-106,0,0,0,0,0,-1258,0,0,-572,16215,47,0,6492,26,0,11484,26,1
14432,11.86999512,0,-106,0,0,0,0,0,-1258,0,0,-572,16215,47,0,6492,26,0,11484,26,0
14433,11.92499542,0,-106,0,0,0,0,0,-1258,0,0,-572,16215,47,0,6492,26,0,11484,26,1
14434,0,0,8,0,0,-547,0,0,-874,83,0,-31,4233,17,0,5504,26,0,2974,26,1
14435,0.057998657,0,8,0,0,-547,0,0,-874,83,0,-31,4233,17,0,5504,26,0,2974,26,1
14436,0.113998413,0,8,0,0,-547,0,0,-874,83,0,-31,4233,17,0,5504,26,0,2974,26,1
14437,0.21900177,0,8,0,0,-547,0,0,-874,83,0,-31,4233,17,0,5504,26,0,2974,26,1
14438,0.263999939,0,8,0,0,-547,0,0,-874,0,0,31,19292,52,0,6128,26,0,8156,23,1
14439,0.320999146,0,8,0,0,-547,0,0,-874,0,0,31,19292,52,0,6128,26,0,8156,23,1
14440,0.379005432,0,8,0,0,-547,0,0,-874,0,0,31,19292,52,0,6128,26,0,8156,23,1
14441,0.429000854,0,8,0,0,-547,0,0,-874,0,0,31,19292,52,0,6128,26,0,8156,23,1
14442,0.533004761,0,8,0,0,-547,0,0,-874,0,0,100,19100,50,0,6388,26,0,2974,26,1
14443,0.577003479,0,8,0,0,-547,0,0,-874,0,0,100,19100,50,0,6388,26,0,2974,26,1
14444,0.632003784,0,8,0,0,-547,0,0,-874,0,0,100,19100,50,0,6388,26,0,2974,26,0
14445,0.676002502,0,8,0,0,-547,0,0,-874,0,0,170,16170,49,0,6856,26,0,8156,24,1
14446,0.746002197,0,8,0,0,-547,0,0,-874,0,0,170,16170,49,0,6856,26,0,8156,24,1
14447,0.793998718,0,8,0,0,-547,0,0,-874,0,0,170,16170,49,0,6856,26,0,8156,24,0
14448,0.854003906,0,8,0,0,-547,0,0,-874,0,0,238,21267,50,0,6830,26,0,5008,24,1
14449,0.955001831,0,8,0,0,-547,0,0,-874,0,0,238,21267,50,0,6830,26,0,5008,24,1
14450,1.011001587,0,8,0,0,-547,0,0,-874,0,0,238,21267,50,0,6830,26,0,5008,24,1
14451,1.077003479,0,8,0,0,-547,0,0,-874,0,0,308,17343,47,0,7298,26,0,8156,24,1
14452,1.111000061,0,8,0,0,-547,0,0,-874,0,0,308,17343,47,0,7298,26,0,8156,24,1
14453,1.166000366,0,8,0,0,-547,0,0,-874,0,0,308,17343,47,0,7298,26,0,8156,24,1
14454,1.278999329,0,8,0,0,-547,0,0,-874,0,0,308,17343,47,0,7298,26,0,8156,24,1
14455,1.327003479,0,8,0,0,-547,0,0,-874,0,0,308,17343,47,0,7298,26,0,8156,24,1
14456,1.371002197,0,8,0,0,-547,0,0,23,15435,50,378,18350,50,0,8920,27,0,5008,24,1
14457,1.430000305,0,8,0,0,-547,0,0,23,15435,50,378,18350,50,0,8920,27,0,5008,24,1
14458,1.48500061,0,8,0,0,-547,0,0,23,15435,50,378,18350,50,0,8920,27,0,5008,24,1
14459,1.552001953,0,8,0,0,-547,0,0,23,15435,50,378,18350,50,0,8920,27,0,5008,24,1
14460,1.65700531,0,8,0,0,-547,0,0,93,15925,49,448,17689,49,0,12079,27,0,5008,24,1
14461,1.702003479,0,8,0,0,-547,0,0,93,15925,49,448,17689,49,0,12079,27,0,5008,24,0
14462,1.768005371,0,8,0,0,-547,0,0,163,14602,49,518,18300,49,0,17431,27,0,3434,24,0
14463,1.818000793,0,8,0,0,-547,0,0,163,14602,49,518,18300,49,0,17431,27,0,3434,24,1
14464,1.866004944,0,8,0,0,-547,0,0,163,14602,49,518,18300,49,0,17431,27,0,3434,24,0
14465,1.916000366,0,8,0,0,-547,0,0,163,14602,49,518,18300,49,0,17431,27,0,3434,24,0
14466,2.01599884,0,8,0,0,-547,0,0,163,14602,49,518,18300,49,0,17431,27,0,3434,24,1
14467,2.075004578,0,8,0,0,-547,0,0,234,17697,51,565,171,3,0,19693,29,0,5008,24,1
14468,2.119003296,0,8,0,0,-547,0,0,234,17697,51,565,171,3,0,19693,29,0,5008,24,0
14469,2.175003052,0,8,0,0,-547,0,0,234,17697,51,565,171,3,0,19693,29,0,5008,24,1
14470,2.275001526,0,8,0,0,-547,0,0,301,30690,62,565,0,0,0,13500,44,0,301,41,1
14471,2.338005066,0,8,0,0,-547,0,0,301,30690,62,565,0,0,0,13500,44,0,301,41,1
14472,2.384002686,0,8,0,0,-547,0,0,301,30690,62,565,0,0,0,13500,44,0,301,41,1
14473,2.439002991,0,8,0,0,-547,0,0,436,8908,93,565,0,0,-44,8267,116,-45,8016,115,1
14474,2.494003296,0,8,0,0,-547,0,0,436,8908,93,565,0,0,-44,8267,116,-45,8016,115,1
14475,2.549003601,0,8,0,0,-547,0,0,436,8908,93,565,0,0,-44,8267,116,-45,8016,115,1
14476,2.648002625,0,8,0,0,-547,0,0,575,4104,87,565,0,0,-149,30981,193,-151,18176,179,0
14477,2.70300293,0,8,0,0,-547,0,0,747.5,5335.2,87,565,0,0,-149,30981,193,-151,18176,179,1
14478,2.752998352,1,8,0,0,-547,0,0,747.5,5335.2,87,565,0,0,-149,30981,193,-151,18176,179,0
14479,2.811004639,1,8,0,0,-547,0,0,747.5,5335.2,87,565,0,0,-149,30981,193,-151,18176,179,0
14480,2.870002747,1,8,0,0,15,37479,65,925.6,40856.4,79,565,0,0,-318,9768,244,-321,4739,251,0
14481,2.914001465,1,8,0,0,15,37479,65,925.6,40856.4,79,565,0,0,-318,9768,244,-321,4739,251,1
14482,3.01499939,1,8,0,0,15,37479,65,925.6,40856.4,79,565,0,0,-318,9768,244,-321,4739,251,1
14483,3.073005676,1,8,0,0,147,26579.8,95,1012.7,1232.4,12,565,0,0,-530,7134,233,-533,22804,228,1
14484,3.131004333,1,8,0,0,147,26579.8,95,1012.7,1232.4,12,565,0,0,-530,7134,233,-533,22804,228,1
14485,3.199005127,1,8,0,0,147,26579.8,95,1012.7,1232.4,12,565,0,0,-530,7134,233,-533,22804,228,1
14486,3.256004333,1,8,0,0,147,26579.8,95,1012.7,1232.4,12,565,0,0,-530,7134,233,-533,22804,228,1
14487,3.324005127,1,8,0,0,286,19906.9,95,1015.3,26,1,565,0,0,-692,24730,161,-694,7568,165,1
14488,3.370002747,1,8,0,0,286,19906.9,95,1015.3,26,1,565,0,0,-692,24730,161,-694,7568,165,1
14489,3.426002502,1,8,0,0,286,19906.9,95,1015.3,26,1,565,0,0,-692,24730,161,-694,7568,165,1
14490,3.526000977,1,8,0,0,286,19906.9,95,1015.3,26,1,565,0,0,-692,24730,161,-694,7568,165,0
14491,3.582000732,1,8,0,0,286,15313,95,781,20,1,565,0,0,-692,24730,161,-694,7568,165,1
14492,3.636001587,0,8,0,0,426,14569,94,781,20,1,565,0,0,-793,22360,98,-795,8392,103,1
14493,3.694999695,0,8,0,0,426,14569,94,781,20,1,565,0,0,-793,22360,98,-795,8392,103,1
14494,3.738998413,0,8,0,0,426,14569,94,781,20,1,565,0,0,-793,22360,98,-795,8392,103,1
14495,3.796005249,0,8,0,0,566,13292,94,781,25,1,565,0,0,-832,21728,32,-832,92,36,1
14496,3.899002075,0,8,0,0,566,13292,94,781,25,1,565,0,0,-832,21728,32,-832,92,36,1
14497,3.948005676,0,3,5480,20,706,11314,93,781,25,2,565,0,0,-833,16021,27,-833,28550,29,1
14498,4.010002136,0,3,5480,20,706,11314,93,781,25,2,565,0,0,-833,16021,27,-833,28550,29,1
14499,4.065002441,0,3,5480,20,706,11314,93,781,25,2,565,0,0,-833,16021,27,-833,28550,29,1
14500,4.11000061,0,3,5480,20,706,11314,93,781,25,2,565,0,0,-833,16021,27,-833,28550,29,1
14501,4.176002502,0,3,5480,20,706,11314,93,781,25,2,565,0,0,-833,16021,27,-833,28550,29,1
14502,4.277999878,0,57,19482,51,844,5248,89,781,25,1,565,0,0,-833,19925,27,-833,29108,31,1
14503,4.321998596,0,57,19482,51,844,5248,89,781,25,1,565,0,0,-833,19925,27,-833,29108,31,1
14504,4.379005432,0,57,19482,51,844,5248,89,781,25,1,565,0,0,-833,19925,27,-833,29108,31,1
14505,4.42300415,0,126,23004,54,924,3150,18,781,25,1,565,0,0,-833,16372,29,-833,14509,27,1
14506,4.48400116,0,126,23004,54,924,3150,18,781,25,1,565,0,0,-833,16372,29,-833,14509,27,1
14507,4.587005615,0,126,23004,54,924,3150,18,781,25,1,565,0,0,-833,16372,29,-833,14509,27,1
14508,4.641998291,0,197,18921,51,927,345,3,781,25,1,565,0,0,-833,15886,29,-833,6700,27,1
14509,4.686004639,0,197,18921,51,927,345,3,781,25,1,565,0,0,-833,15886,29,-833,6700,27,1
14510,4.741004944,0,197,18921,51,927,345,3,781,25,1,565,0,0,-833,15886,29,-833,6700,27,1
14511,4.788002014,0,197,18921,51,927,345,3,781,25,1,565,0,0,-833,15886,29,-833,6700,27,1
14512,4.845001221,0,266,19941,51,927,416,3,781,25,1,565,0,0,-833,18910,29,-833,6388,26,1
14513,4.940002441,0,266,19941,51,927,416,3,781,25,1,565,0,0,-833,18910,29,-833,6388,26,1
14514,5.018005371,0,266,19941,51,927,416,3,781,25,1,565,0,0,-833,18910,29,-833,6388,26,1
14515,5.062004089,0,335,19110,49,927,282,3,781,20,1,565,0,0,-833,15346,27,-833,6778,27,1
14516,5.124000549,0,335,19110,49,927,282,3,781,20,1,565,0,0,-833,15346,27,-833,6778,27,1
14517,5.179000854,0,335,19110,49,927,282,3,781,20,1,565,0,0,-833,15346,27,-833,6778,27,1
14518,5.278999329,0,335,19110,49,927,282,3,781,20,1,565,0,0,-833,15346,27,-833,6778,27,0
14519,5.323005676,0,335,19110,49,927,282,3,781,20,1,565,0,0,-833,15346,27,-833,6778,27,1
14520,5.385002136,0,404,16192,46,927,261,3,781,25,1,565,0,0,-833,14698,27,-833,9595,26,1
14521,5.440002441,0,404,16192,46,927,261,3,781,25,1,565,0,0,-833,14698,27,-833,9595,26,1
14522,5.486000061,0,404,16192,46,927,261,3,781,25,1,565,0,0,-833,14698,27,-833,9595,26,1
14523,5.585998535,0,460,12207,39,927,152,2,781,20,1,565,0,0,-833,14455,26,-833,10432,27,1
14524,5.64099884,0,460,12207,39,927,152,2,781,20,1,565,0,0,-833,14455,26,-833,10432,27,1
14525,5.695999146,0,460,12207,39,927,152,2,781,20,1,565,0,0,-833,14455,26,-833,10432,27,1
14526,5.741004944,0,494,0,0,927,116,2,781,20,1,565,0,0,-833,13807,29,-833,9846,27,1
14527,5.791999817,0,494,0,0,927,116,2,781,20,1,565,0,0,-833,13807,29,-833,9846,27,0
14528,5.86000061,0,494,0,0,927,116,2,781,20,1,565,0,0,-833,13807,29,-833,9846,27,1
14529,5.970001221,0,494,0,0,927,116,2,781,20,1,565,0,0,-833,13807,29,-833,9846,27,1
14530,6.013999939,0,452,18550,50,927,51,1,781,20,1,565,0,0,-833,12082,27,-833,12025,27,1
14531,6.069999695,0,452,18550,50,927,51,1,781,20,1,565,0,0,-833,12082,27,-833,12025,27,1
14532,6.129005432,0,452,18550,50,927,51,1,781,20,1,565,0,0,-833,12082,27,-833,12025,27,1
14533,6.17300415,0,382,18513,50,927,76,2,781,20,1,565,0,0,-833,13321,26,-833,12862,26,1
14534,6.245002747,0,382,18513,50,927,76,2,781,20,1,565,0,0,-833,13321,26,-833,12862,26,1
14535,6.296005249,0,382,18513,50,927,76,2,781,20,1,565,0,0,-833,13321,26,-833,12862,26,1
14536,6.356002808,0,382,18513,50,927,76,2,781,20,1,565,0,0,-833,13321,26,-833,12862,26,0
14537,6.418998718,0,382,18513,50,927,76,2,781,20,1,565,0,0,-833,13321,26,-833,12862,26,1
14538,6.524002075,0,309,17738,49,927,62,1,781,20,1,565,0,0,-833,11874,26,-833,12997,27,1
14539,6.568000793,0,309,17738,49,927,62,1,781,20,1,565,0,0,-833,11874,26,-833,12997,27,1
14540,6.634002686,0,309,17738,49,927,62,1,781,20,1,565,0,0,-833,11874,26,-833,12997,27,1
14541,6.678001404,0,239,17550,50,927,31,1,781,20,1,565,0,0,-833,12862,26,-833,13321,27,1
14542,6.740005493,0,239,17550,50,927,31,1,781,20,1,565,0,0,-833,12862,26,-833,13321,27,1
14543,6.791999817,0,239,17550,50,927,31,1,781,20,1,565,0,0,-833,12862,26,-833,13321,27,0
14544,6.89099884,0,168,21684,52,927,25,1,781,20,1,565,0,0,-833,11380,26,-833,17344,27,1
14545,6.949005127,0,168,21684,52,927,25,1,781,20,1,565,0,0,-833,11380,26,-833,17344,27,1
14546,7.004005432,0,168,21684,52,927,25,1,781,20,1,565,0,0,-833,11380,26,-833,17344,27,1
14547,7.04800415,0,168,21684,52,927,25,1,781,20,1,565,0,0,-833,11380,26,-833,17344,27,1
14548,7.193000793,0,99,23036,52,-7,15047,41,781,20,1,565,0,0,-833,12646,27,-833,12472,27,0
14549,7.258003235,0,99,23036,52,-7,15047,41,781,20,1,565,0,0,-833,12646,27,-833,12472,27,1
14550,7.317001343,0,28,16317,49,-76,16415,49,781,20,1,565,0,0,-833,12430,26,-833,14644,27,1
14551,7.376998901,0,28,16317,49,-76,16415,49,781,20,1,565,0,0,-833,12430,26,-833,14644,27,1
14552,7.449005127,0,28,16317,49,-76,16415,49,781,20,1,565,0,0,-833,12430,26,-833,14644,27,1
14553,7.512001038,0,28,16317,49,-76,16415,49,781,20,1,565,0,0,-833,12430,26,-833,14644,27,0
14554,7.616004944,0,-41,16905,49,-147,16200,50,781,20,1,565,0,0,-833,10964,26,-833,18678,27,1
14555,7.660003662,0,-41,16905,49,-147,16200,50,781,20,1,565,0,0,-833,10964,26,-833,18678,27,1
14556,7.720001221,0,-41,16905,49,-147,16200,50,781,20,1,565,0,0,-833,10964,26,-833,18678,27,1
14557,7.76499939,0,-101,3116,19,-216,17640,49,781,20,1,565,0,0,-833,10912,27,-833,19432,29,1
14558,7.821998596,0,-101,3116,19,-216,17640,49,781,20,1,565,0,0,-833,10912,27,-833,19432,29,1
14559,7.879005432,0,-101,3116,19,-216,17640,49,781,20,1,565,0,0,-833,10912,27,-833,19432,29,1
14560,7.955001831,0,-104,184,1,-286,20859,51,0,15,1,565,0,0,-833,10106,26,-833,15562,27,0
14561,8.046005249,0,-104,184,1,-286,20859,51,0,15,1,565,0,0,-833,10106,26,-833,15562,27,1
14562,8.108001709,0,-104,184,1,-286,20859,51,0,15,1,565,0,0,-833,10106,26,-833,15562,27,1
14563,8.153999329,0,-104,84,1,-396,10012,93,-60,8356,92,565,0,0,-808,32760,37,-807,5428,37,1
14564,8.209999084,0,-104,84,1,-396,10012,93,-60,8356,92,565,0,0,-808,32760,37,-807,5428,37,1
14565,8.315002441,0,-104,84,1,-396,10012,93,-60,8356,92,565,0,0,-808,32760,37,-807,5428,37,1
14566,8.315002441,0,-104,84,1,-396,10012,93,-60,8356,92,565,0,0,-808,32760,37,-807,5428,37,0
14567,8.426002502,0,-104,58,2,-534,11944,92,-200,205,87,565,0,0,-721,13424,106,-720,1812,105,1
14568,8.481002808,0,-104,58,2,-534,11944,92,-200,205,87,565,0,0,-721,13424,106,-720,1812,105,1
14569,8.525001526,0,-104,58,2,-534,11944,92,-200,205,87,565,0,0,-721,13424,106,-720,1812,105,1
14570,8.582000732,0,-104,38,1,-666,29880,83,-331,1288,87,565,0,0,-582,9426,159,-580,2254,161,1
14571,8.637001038,0,-104,38,1,-666,29880,83,-331,1288,87,565,0,0,-582,9426,159,-580,2254,161,1
14572,8.741004944,0,-104,38,1,-666,29880,83,-331,1288,87,565,0,0,-582,9426,159,-580,2254,161,1
14573,8.791999817,0,-104,38,1,-666,29880,83,-331,1288,87,565,0,0,-582,9426,159,-580,2254,161,0
14574,8.838005066,0,-104,20,1,-744,1610,14,-473,12988,92,565,0,0,-372,25346,202,-369,8026,198,1
14575,8.897003174,0,-104,20,1,-744,1610,14,-473,12988,92,565,0,0,-372,25346,202,-369,8026,198,1
14576,8.950004578,0,-104,20,1,-744,1610,14,-473,12988,92,565,0,0,-372,25346,202,-369,8026,198,1
14577,9.020004272,0,-104,0,0,-747,63,0,-611,7182,93,565,0,0,-189,26306,138,-187,6176,138,1
14578,9.076004028,0,-104,0,0,-747,63,0,-611,7182,93,565,0,0,-189,26306,138,-187,6176,138,1
14579,9.180999756,0,-104,0,0,-747,63,0,-611,7182,93,565,0,0,-189,26306,138,-187,6176,138,1
14580,9.213005066,0,-104,0,0,-747,63,0,-611,7182,93,565,0,0,-189,26306,138,-187,6176,138,1
14581,9.286003113,0,-104,0,0,-747,63,0,-611,7182,93,565,0,0,-189,26306,138,-187,6176,138,1
14582,9.347999573,0,-104,0,0,0,0,1,-759,12244,92,565,0,0,-61,10303,65,-60,30926,67,1
14583,9.399002075,0,-104,0,0,0,0,1,-759,12244,92,565,0,0,-61,10303,65,-60,30926,67,0
14584,9.456001282,0,-104,0,0,0,0,1,-759,12244,92,565,0,0,-61,10303,65,-60,30926,67,1
14585,9.555999756,0,-104,0,0,0,51,0,-890,11977,94,565,0,0,-6,10278,3,-6,16951,9,1
14586,9.604003906,0,-104,0,0,0,51,0,-890,11977,94,565,0,0,-6,10278,3,-6,16951,9,1
14587,9.662002563,0,-104,0,0,0,51,0,-890,11977,94,565,0,0,-6,10278,3,-6,16951,9,0
14588,9.706001282,0,-104,0,0,0,51,0,-890,11977,94,565,0,0,-6,10278,3,-6,16951,9,1
14589,9.807998657,0,-104,0,0,0,0,1,-1028,14539,65,565,0,0,0,11188,26,0,6736,26,1
14590,9.863998413,0,-104,0,0,0,0,1,-1028,14539,65,565,0,0,0,11188,26,0,6736,26,0
14591,9.920005798,0,-104,0,0,0,0,1,-1028,14539,65,565,0,0,0,11188,26,0,6736,26,1
14592,9.964004517,0,-104,0,0,0,55,1,-1101,15364,47,-39,24684,51,0,10918,26,0,11146,26,0
14593,10.02899933,0,-104,0,0,0,55,1,-1101,15364,47,-39,24684,51,0,10918,26,0,11146,26,1
14594,10.07500458,0,-104,0,0,0,55,1,-1101,15364,47,-39,24684,51,0,10918,26,0,11146,26,1
14595,10.1269989,0,-104,0,0,0,52,0,-1171,12420,45,-110,18179,49,0,11350,27,0,12238,26,1
14596,10.18000031,0,-104,0,0,0,52,0,-1171,12420,45,-110,18179,49,0,11350,27,0,12238,26,1
14597,10.2460022,0,-104,0,0,0,52,0,-1171,12420,45,-110,18179,49,0,11350,27,0,12238,26,1
14598,10.35900116,0,-104,0,0,0,52,0,-1171,12420,45,-110,18179,49,0,11350,27,0,12238,26,0
14599,10.40299988,0,-104,0,0,0,51,1,-1240,12408,44,-178,21114,50,0,11674,26,0,12576,26,1
14600,10.45899963,0,-104,0,0,0,51,1,-1240,12408,44,-178,21114,50,0,11674,26,0,12576,26,1
14601,10.50600433,0,-104,0,0,0,51,1,-1240,12408,44,-178,21114,50,0,11674,26,0,12576,26,1
14602,10.56400299,0,-104,0,0,0,55,0,-1267,0,0,-248,19839,51,0,11809,27,0,12576,26,1
14603,10.66699982,0,-104,0,0,0,55,0,-1267,0,0,-248,19839,51,0,11809,27,0,12576,26,1
14604,10.71099854,0,-104,0,0,0,55,0,-1267,0,0,-248,19839,51,0,11809,27,0,12576,26,1
14605,10.76699829,0,-104,0,0,0,55,0,-1267,0,0,-248,19839,51,0,11809,27,0,12576,26,1
14606,10.81100464,0,-104,0,0,0,55,0,-1267,0,0,-248,19839,51,0,11809,27,0,12576,26,1
14607,10.8690033,0,-104,0,0,0,55,1,-1267,0,0,-317,22660,55,0,11674,27,0,12576,26,1
14608,10.97000122,0,-104,0,0,0,55,1,-1267,0,0,-317,22660,55,0,11674,27,0,12576,26,1
14609,11.02999878,0,-104,0,0,0,55,1,-1267,0,0,-317,22660,55,0,11674,27,0,12576,26,1
14610,11.08599854,0,-104,0,0,0,0,1,-1267,0,0,-386,20956,52,0,10028,27,0,12212,26,1
14611,11.13100433,0,-104,0,0,0,0,1,-1267,0,0,-386,20956,52,0,10028,27,0,12212,26,1
14612,11.23100281,0,-104,0,0,0,0,1,-1267,0,0,-386,20956,52,0,10028,27,0,12212,26,1
14613,11.28600311,0,-104,0,0,0,55,0,-1267,0,0,-456,16881,50,0,9820,26,0,8752,24,1
14614,11.33300018,0,-104,0,0,0,55,0,-1267,0,0,-456,16881,50,0,9820,26,0,8752,24,0
14615,11.38999939,0,-104,0,0,0,55,0,-1267,0,0,-456,16881,50,0,9820,26,0,8752,24,1
14616,11.47200012,0,-104,0,0,0,55,0,-1267,0,0,-456,16881,50,0,9820,26,0,8752,24,1
14617,11.51599884,0,-104,0,0,0,0,0,-1267,0,0,-529,21762,52,0,9560,26,0,11822,26,1
14618,11.57099915,0,-104,0,0,0,0,0,-1267,0,0,-529,21762,52,0,9560,26,0,11822,26,1
14619,11.61500549,0,-104,0,0,0,0,0,-1267,0,0,-529,21762,52,0,9560,26,0,11822,26,1
14620,11.72600555,0,-104,0,0,0,0,1,-1267,0,0,-599,18400,51,0,9300,27,0,11484,26,1
14621,11.77200317,0,-104,0,0,0,0,1,-1267,0,0,-599,18400,51,0,9300,27,0,11484,26,0
14622,11.83200073,0,-104,0,0,0,0,1,-1267,0,0,-599,18400,51,0,9300,27,0,11484,26,1
14623,11.87799835,0,-104,0,0,0,0,1,-1267,0,0,-599,18400,51,0,9300,27,0,11484,26,1
14624,0,0,8,0,0,-547,3,1,-874,22,1,-25,5508,35,0,5062,26,0,5008,24,1
14625,0.04599762,0,8,0,0,-547,3,1,-874,22,1,-25,5508,35,0,5062,26,0,5008,24,1
14626,0.102996826,0,8,0,0,-547,3,1,-874,22,1,-25,5508,35,0,5062,26,0,5008,24,1
14627,0.207000732,0,8,0,0,-547,3,1,-874,15,1,7,13018,47,0,5504,26,0,8156,26,1
14628,0.263000488,0,8,0,0,-547,3,1,-874,15,1,7,13018,47,0,5504,26,0,8156,26,1
14629,0.308998108,0,8,0,0,-547,3,1,-874,15,1,7,13018,47,0,5504,26,0,8156,26,1
14630,0.363998413,0,8,0,0,-547,0,0,-874,11,1,76,18179,50,0,5504,26,0,8624,23,1
14631,0.419998169,0,8,0,0,-547,0,0,-874,11,1,76,18179,50,0,5504,26,0,8624,23,1
14632,0.475997925,0,8,0,0,-547,0,0,-874,11,1,76,18179,50,0,5504,26,0,8624,23,1
14633,0.574996948,0,8,0,0,-547,0,0,-874,11,1,76,18179,50,0,5504,26,0,8624,23,1
14634,0.618995667,0,8,0,0,-547,0,0,-874,7,1,145,18377,47,0,5972,24,0,3434,26,1
14635,0.680000305,0,8,0,0,-547,0,0,-874,7,1,145,18377,47,0,5972,24,0,3434,26,1
14636,0.73299408,0,8,0,0,-547,0,0,-874,7,1,145,18377,47,0,5972,24,0,3434,26,1
14637,0.783996582,0,8,0,0,-547,0,0,-874,7,1,145,18377,47,0,5972,24,0,3434,26,1
